Add/Edit/Delete,Name,Branch,Address 1,City,State,Zip,Country,Tier Name,Data Privacy,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4
,Repare Argentina S.A.,Alpunto,Manuel A. Ocampo 1170,Buenos Aires,Hurlingham,B1686GRA,Argentina,Alpunto,FALSE,Centro,Repare  Argentina SA,Servicios,Servicios
,PLANTA ALCORTA,Coca-Cola FEMSA,Av. Amancio Alcorta 3570,Ciudad Autónoma de Buenos Aires,Buenos Aires,C1437,Argentina,Coca Cola FEMSA,FALSE,,,Manufactura,
,ADMINISTRACIÓN CENTRAL,Coca-Cola FEMSA,Av. Amancio Alcorta 3570,Ciudad Autónoma de Buenos Aires,Buenos Aires,C1437,Argentina,Coca Cola FEMSA,FALSE,,,Oficina Central,
,SERVET,Coca-Cola FEMSA,Av. Amancio Alcorta 3570,Ciudad Autónoma de Buenos Aires,Buenos Aires,C1437,Argentina,Coca Cola FEMSA,FALSE,,,Comercial,
,SAN JUSTO,Coca-Cola FEMSA,Pozos 750,Lomas del Mirador,Buenos Aires,B1752,Argentina,Coca Cola FEMSA,FALSE,,,Comercial,
,CIM,Coca-Cola FEMSA,Pozos 750,Lomas del Mirador,Buenos Aires,B1752,Argentina,Coca Cola FEMSA,FALSE,,,Comercial,
,PARRAL,Coca-Cola FEMSA,Av. Dr. Honorio Pueyrredón 1651,Ciudad Autónoma de Buenos Aires,Buenos Aires,c1414,Argentina,Coca Cola FEMSA,FALSE,,,Distribución,
,U.O. OESTE,Coca-Cola FEMSA,Av Carillo y General Paz,Tapiales,Buenos Aires,B1771,Argentina,Coca Cola FEMSA,FALSE,,,Distribución,
,U.O. NORTE,Coca-Cola FEMSA,Ruta 8 Km 21.600,Loma Hermosa,Buenos Aires,B1657 ,Argentina,Coca Cola FEMSA,FALSE,,,Distribución,
,MONTE GRANDE,Coca-Cola FEMSA,Cornelio Saavedra 1070,Monte Grande,Buenos Aires,B1842,Argentina,Coca Cola FEMSA,FALSE,,,Manufactura,
,U.O. DREYER,Coca-Cola FEMSA,Av. Pedro Dreyer 2291,Monte Grande,Buenos Aires,B1842,Argentina,Coca Cola FEMSA,FALSE,,,Distribución,
,ALPUNTO BRASIL REFRIGERADORES E SERVICOS LTDA,Imbera Brasil,"ROD WALDOMIRO CORREA CAMARGO, KM 60,5 SETOR II A",Itu,"Itu, SP",13.308-200,Brasil,Imbera Brasil,FALSE,PIRAPITINGUI,Administrativo ITU,Administrativo,Administrativo
,ALPUNTO BRASIL REFRIGERADORES E SERVICOS LTDA,Imbera Brasil,"ROD WALDOMIRO CORREA CAMARGO, KM 60,5 SETOR II",Itu,"Itu, SP",13.308-200,Brasil,Imbera Brasil,FALSE,PIRAPITINGUI,Planta ITU,Planta,Planta
,ALPUNTO BRASIL REFRIGERADORES E SERVICOS LTDA,Imbera Brasil,"ROD WALDOMIRO CORREA CAMARGO, KM 60,5 SETOR II-C",Itu,"Itu, SP",13.308-200,Brasil,Imbera Brasil,FALSE,VILA MARTINS,Venta de Pezas,Venta,Venta
,ALPUNTO BRASIL REFRIGERADORES E SERVICOS LTDA,Imbera Brasil,"R R, 290, LOTE CANTO DO MAINA SETOR IMBERA",Alagoas,"Maceio, AL",57.073-489,Brasil,Imbera Brasil,FALSE,CIDADE UNIVERSITÁRIA,Centro de Distribución,Distribución,Distribución
,ALPUNTO BRASIL REFRIGERADORES E SERVICOS LTDA,Imbera Servicios Brasil,"PC AGRICOLA LA PAZ TRISTANTE, 35, DOCA 1",Osasco,"Osasco, SP",06.276-035,Brasil,Imbera Servicios Brasil,FALSE,INDUSTRIAL ANHANGUERA,Servicios,Servicios,Servicios
,ALPUNTO BRASIL REFRIGERADORES E SERVICOS LTDA,Imbera Servicios Brasil,"ROD ANEL RODOVIARIO CELSO MELLO AZEVEDO, 16700, GALPAO",Belo Horizonte,"Belo Horizonte, MG",31.250-920,Brasil,Imbera Servicios Brasil,FALSE,SUMARE,Servicios,Servicios,Servicios
,ALPUNTO BRASIL REFRIGERADORES E SERVICOS LTDA,Imbera Servicios Brasil,"AV NOSSA SENHORA AUXILIADORA, 901, PARTE 1, ALPUNTO BRASIL",Jundiai,"Jundiai, SP",13.214-855,Brasil,Imbera Servicios Brasil,FALSE,BAIRRO DOS FERNANDES,"Servicios, venta de pezas",Servicios,Servicios
,ALPUNTO BRASIL REFRIGERADORES E SERVICOS LTDA,Imbera Brasil,"AV QUATROCENTOS, SN, QUADRA19 LOTE M 10 SALA 06",Serra,"Serra, ES",29.161-411,Brasil,Imbera Brasil,FALSE,TERMINAL INTERMODAL DA SERRA,Centro de Distribución,Distribución,Distribución
,ALPUNTO BRASIL REFRIGERADORES E SERVICOS LTDA,Imbera Brasil,"AV QUATROCENTOS, SN, LOTE MODULO M 10 QUADRA19 SALA 9",Serra,"Serra, ES",29.161-411,Brasil,Imbera Brasil,FALSE,TERMINAL INTERMODAL DA SERRA,Centro de Distribución (E-Commerce),Distribución,Distribución
,3PL,Solistica,Avenida Doutor Antonio João Abdalla nº.260 Lote Area A Quadra 0 Bloco 200 Setor 3PL   - Empresarial Colina,Cajamar,SP,07750-020,Brasil,Solística,FALSE,,,ARM/TPT,
,3PL,Solistica,"Avenida Riberão dos Cristais, Nº 200, Setor AGV ARM - Empresarial Colin",Cajamar,SP,07.775-240,Brasil,Solística,FALSE,,,ARM,
,3PL,Solistica,"Estrada Adilio Barbosa Neves, Nº 3925, Setor 3PL ARM,Portão - Aruja",Arujá,SP,07.413-000,Brasil,Solística,FALSE,,,ARM,
,3PL,Solistica,Est Vinhedo/Viracopos km04 Prt 2 R. Edgar Marchiori 255 Setor 3PL  - Dist. Industrial,Vinhedo,SP,13.280-000,Brasil,Solística,FALSE,,,ARM,
,3PL,Solistica,"Rua Sorocaba, 1722, Setor 3PL ARM. - Vila Santa Terezinha",Itu,SP,13.310-902,Brasil,Solística,FALSE,,,ARM,
,3PL,Solistica,"Avenida Nossa Senhora Auxiliadora, Nº 831, Setor AGM ARM - Bairro dos Fernandes",Jundiaí,SP,13.213-085,Brasil,Solística,FALSE,,,ARM,
,3PL,Solistica,Rua Francisco de Souza e Melo nº1590 Glp 03 Arm 134 St 3PL  - Cordovil,Rio de Janeiro,RJ,21.010-410,Brasil,Solística,FALSE,,,ARM,
,3PL,Solistica,Rua Francisco de Souza e Melo nº1590 Glp 03 Arm 134 St 3PL  - Cordovil,Rio de Janeiro,RJ,21.010-410,Brasil,Solística,FALSE,,,TPT,
,3PL,Solistica,"Rua Simão antonio,149,GALPAO2 MODULOS 1 E 2 SETOR 3PL ARM. -  Cincao",Contagem IV,MG,32.371-610,Brasil,Solística,FALSE,,,ARM,
,3PL,Solistica,"Rua Simão antonio,149,GALPAO2 MODULOS 1 E 2 SETOR 3PL - Cincao",Contagem IV,MG,32.371-610,Brasil,Solística,FALSE,,,TPT,
,3PL,Solistica,"Alameda Bom Pastor nº 3586, Setor 3PL TPT, Galpão 01 Módulos 04, 05, e 06  - Ouro Fino",São José dos Pinhais,PR,83.015-140,Brasil,Solística,FALSE,,,ARM,
,3PL,Solistica,"Alameda Bom Pastor nº 3586, Setor 3PLTPT, Galpão 01 Módulos 04, 05, e 06  - Ouro Fino",São José dos Pinhais,PR,83.015-140,Brasil,Solística,FALSE,,,TPT,
,3PL,Solistica,Est RS 118 KM 11 nº 12.760 Setor 3PL TPT  - JD Betania,Cachoeirinha,RS,94.970-850,Brasil,Solística,FALSE,,,ARM,
,3PL,Solistica,Est RS 118 KM 11 nº 12.760 Setor 3PL ARM  - JD Betania,Cachoeirinha,RS,94.970-850,Brasil,Solística,FALSE,,,TPT,
,3PL,Solistica,"Rodovia BR 101 Sul, Km 96,4, n° 5225, Setor 3PL, Distrito Industrial Diper - Cabo de Santo Agostinho",Cabo de Santo Agostinho,PE,54.503-900,Brasil,Solística,FALSE,,,ARM,
,3PL,Solistica,"Rodovia BR 101 Sul, Km 96,4, n° 5225, Setor 3PL, Distrito Industrial Diper - Cabo de Santo Agostinho",Cabo de Santo Agostinho,PE,54.503-900,Brasil,Solística,FALSE,,,TPT,
,3PL,Solistica,"Av. dos Oitis, 1607, Lote 2, Setor 3PL-ARM - Distrito Industrial",Manaus,AM,69.075-842,Brasil,Solística,FALSE,,,ARM,
,3PL,Solistica,Avenida Oitis nº1607 Lote 2 setor 3PL  - Distrito Industrial,Manaus,AM,69.075-842,Brasil,Solística,FALSE,,,TPT,
,3PL,Solistica,"Rua Atlas, nº 780 - Três Marias",Porto Velho,RO,76812-652,Brasil,Solística,FALSE,,,ARM,
,3PL,Solistica,"Rua João Antonio Prezotto, n° 311, Setor 3PL TPT - Bortolon",Xanxerê,SC,89.820-000,Brasil,Solística,FALSE,,,TPT,
,AGV,Solistica,Est Vinhedo/Viracopos km04 Prt 2 R. Edgar Marchiori 255  - Dist. Industrial,Vinhedo,SP,13.280-000,Brasil,Solística,FALSE,,,ARM/TPT/LOG,
,AGV,Solistica,Est Vinhedo/Viracopos km04 Setor M  - Dist. Industrial,Vinhedo,SP,13.280-000,Brasil,Solística,FALSE,,,TPT/ARM/LOG,
,AGV,Solistica,Avenida Doutor Antonio João Abdalla nº.260 Lote Area A Quadra 0 Bloco 200 Setor AGV TPT -  Loteamento Sitio dos Paes Parte 01,Cajamar,SP,07.760-000,Brasil,Solística,FALSE,,,TPT,
,AGV,Solistica,"Avenida Riberão dos Cristais, Nº 200, Setor AGV ARM - Empresarial Colin",Cajamar,SP,07.775-240,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,"Avenida Nossa Senhora Auxiliadora, Nº 831, SETOR AGV ARM N 901M - Bairro dos Fernandes",Jundiaí,SP,13.214-855,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,"Rua Kanebo, Nº175, Setor AGM ARM - Distrito Industrial",Jundiaí,SP,13.213-090,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,Avenida Doutor Antonio João Abdalla nº.260 Lote Area A Quadra 0 Bloco 200 Setor AGV ARM Parte 01  - Loteamento Sitio dos Paes,Cajamar,SP,07.760-000,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,Avenida Doutor Antonio João Abdalla nº.260 Galpão A  Bloco 300 Setor AGV ARM  - Bairro dos Cristais,Cajamar,SP,07.776-700,Brasil,Solística,FALSE,,,TPT,
,AGV,Solistica,"Estrada Municipal, 1624 - Characas São Martinho",Campinas,SP,13.042-846,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,Avenida Doutor Antonio João Abdalla nº.260 Galpão A  Bloco 300 Setor AGV ARM  - Bairro dos Cristais,Cajamar,SP,07.7776-700,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,Av. Humberto Cereser nº.3.170 Sala III  - Caxambu,Jundiaí,SP,13.218-660,Brasil,Solística,FALSE,,,TPT/ARM,
,AGV,Solistica,Estrada dos Bandeirantes nº 1700 Lt 2 Gp 03 ARM 109 a 113 St AGV ARM  - Taquara,Rio de Janeiro,RJ,22.775-109,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,Estrada dos Bandeirantes nº 1700 Lt 2 Gp 03 ARM 109 a 113 St AGV TPT - Taquara,Rio de Janeiro,RJ,22.775-109,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,"Rod.Pres.Dutra 25.551, Km 188, Setor AGV Arm. - Queimados",Queimados,RJ,26377180,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,"Rodovia Whaschigton Luiz, 2070, Bloco C - Box 08  - Parque Boa Vista II",Rio de Janeiro,RJ,25.055-009,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,"AV Engenheiro Darcy Nogueira do Pinho, 320 - Vila Cristina",Betim,MG,32.675-515,Brasil,Solística,FALSE,,,ARM/TPT,
,AGV,Solistica,"Município de Pouso Alegre, Estado de Minas Gerais, na Rodovia Fernão Dias, s/n, BR 381, Km 860, Área Rural - Limeira",Pousa Alegre,MG,37561-899,Brasil,Solística,FALSE,,,TPT,
,AGV,Solistica,"Rua Projetada PS, 333,Setor Agv Tpt, Citilog Sul de Minas, Modulo 06 - Aeroporto",Varginha,MG,37.031-090,Brasil,Solística,FALSE,,,TPT,
,AGV,Solistica,"Rua Projetada PS, 333,Setor Agv ARM, Citilog Sul de Minas, Modulo 06 - Aeroporto",Varginha,MG,37.031-090,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,"Rodovia BR 497, s/n° Km 01, 480-A- Galpão 12, Setor AGV ARM   -  Jardim Europa",Uberlândia,MG,38.414-583,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,"Rodovia BR 497, s/n° Km 01, 480-A- Galpão 12, Setor AGV TPT -  Jardim Europa",Uberlândia,MG,38.414-583,Brasil,Solística,FALSE,,,TPT,
,AGV,Solistica,Av Tanner de Melo S/n Sala 2 Qd 06 Lt Area 02 Arm 3 St AGV TPT  - Pq Ind Vice Pres. Jose Alencar,Aparecida de Goiania TPT,GO,74.993-500,Brasil,Solística,FALSE,,,TPT/TPT/TPT/LOG,
,AGV,Solistica,"Rodovia BR 153, S/n, KM 5.5, Setor AGV ARM -  Fazenda Retiro",Goiania,GO,74.620-430,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,Av Tanner de Melo S/n Sala 3 Qd 06 Lt Area 02 Arm 3 St AGV ARM  - Pq Ind Vice Pres. Jose Alencar,Aparecida de Goiania ARM,GO,74.993-500,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,Av. Ayrton Senna da Silva nº 1155 anexo 1 St AGV TPT  - Jd Industriario,Cuiaba,MT,78.098-000,Brasil,Solística,FALSE,,,TPT/TPT/TPT/LOG,
,AGV,Solistica,"Alameda Bom Pastor nº 3586, Setor AGV ARM, Galpão 01 Módulos 04, 05, e 06 - Ouro Fino",São José dos Pinhais,PR,83.015-140,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,"Alameda Bom Pastor nº 3586, Setor AGV TPT, Galpão 01 Módulos 04, 05, e 06 - Ouro Fino",São José dos Pinhais,PR,83.015-140,Brasil,Solística,FALSE,,,TPT/TPT/TPT/LOG,
,AGV,Solistica,Est RS 118 KM 11 nº 12.760 Setor AGV TPT  - Jd. Betania,Cachoeirinha,RS,94.970-850,Brasil,Solística,FALSE,,,TPT/TPT/TPT,
,AGV,Solistica,Est RS 118 KM 11 nº 12.760 Setor AGV ARM  - Jd. Betania,Cachoeirinha,RS,94.970-850,Brasil,Solística,FALSE,,,ARM/LOG,
,AGV,Solistica,"Rodovia PE-18, s/n° Km 05, Setor AGV - Distrito Industrial",Abreu e Lima,PE,53.520-710,Brasil,Solística,FALSE,,,TPT/TPT/LOG,
,AGV,Solistica,"Rodovia PE-18, s/n° Km 05, Setor AGV - Distrito Industrial",Abreu e Lima,MG,53.520-710,Brasil,Solística,FALSE,,,ARM/TPT,
,AGV,Solistica,R Helio de Castro Maia nº519 quadra 03 Lote 02  - Jd Paulista,Campo Grande,MS,79.050-020,Brasil,Solística,FALSE,,,TPT/TPT/TPT/LOG,
,AGV,Solistica,R Doutor Altino Teixeira nº920 Galpao 01 e 04 setor AGV cond Porto Seco  - Piraja,Salvador,BA,41.233-010,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,"Avenida Pacido Hugo de Oliveira, Nº 2398, Setor AGV ARM.  - Itinga",Joinville,SC,89.233-580,Brasil,Solística,FALSE,,,ARM,
,AGV,Solistica,"Rua João Antonio Prezotto, n° 311 - Bortolon",Xanxerê,SC,89.820-000,Brasil,Solística,FALSE,,,ARM/TPT,
,AGV,Solistica,"Avenida Jatuarana nº6529, Setor 3PL ARM - Floresta",Porto Velho,RO,76.806-111,Brasil,Solística,FALSE,,,ARM,
,FL B HOLDING,Solistica,"Avenida Antonio Frederico Ozanam, nº 6.200 - Vila Rio Branco",Jundiaí,SP,13215-276,Brasil,Solística,FALSE,,,TPT/ARM,
,FL B HOLDING,Solistica,"Avenida Antonio Frederico Ozanam, nº 6.200 - Vila Rio Branco",Jundiaí,SP,13215-276,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rua Kanebo, nº 175, galpões C10 e C11 - Distrito Industrial",Jundiaí,SP,13213-090,Brasil,Solística,FALSE,,,ARM/TPT,
,FL B HOLDING,Solistica,"Rua Xavier Pinheiro, nº 159 - Vila Mathias",Santos,SP,11015-090,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rua Antonio Luchiari, nº 251 - Distrito Industrial",Campinas,SP,13054-700,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rua Dr. Hugo Fortes, nº 1.300 - Parque Industrial Lagoinha",Riberão Preto,SP,14095-260,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Inácio Conceição Vieira, nº 1-35 - Jardim Mary",Bauru,SP,17048-021,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rua Carlos Marcondes, nº 299 -  Jardim Limoeiro",São José dos Campos,SP,12241-421,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Coronel José Soares Marcondes, nº 4.289 - Jardim Rio 400",Presidente Pudente,SP,19053-210,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Getúlio Vargas, nº 1.340 - Vila Lutfalla",São Carlos,SP,13570-390,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rua Melchiades Cardoso de Oliveira, nº 100 - Chácara Bela Vista",São José do Rio Preto,SP,15077-450,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rua Ferreira de Oliveira, nº 59 - Alto do Pari",São Paulo,SP,03022-030,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Nossa Senhora Auxiliadora, nº 831 e 901 - bairro dos Fernandes",Jundiaí,SP,13.214-855,Brasil,Solística,FALSE,,,ARM/TPT,
,FL B HOLDING,Solistica,"Avenida Independência, nº 2.150 -  Iporanga",Sorocaba,SP,18087-101,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Alexandre Colares, nº 786, parte A - Parque Anhanguera",São Paulo,SP,05106-000,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Vereador Antonio Pereira de Camargo Neto, nº 935 -  Jardim Dal'Orto",Sumaré,SP,13178-021,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Caminho do Campo do Rincão, nº 353, Galpão 6 - Jardim Cumbica",Guarulhos,SP,07240-330,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rua Soldado Hamilton Silva Costa, nº 58/196 - Parque Novo Mundo",São Paulo,SP,02190-010,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Aruanã, nº 884 - Tamboré",Barueri,SP,06460-010,Brasil,Solística,FALSE,,,ARM/TPT,
,FL B HOLDING,Solistica,"Rua R, nº 290, Loteamento Canto do Mainá - Cidade Universitária",Maceió,AL,57073-489,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Cosme Ferreira, 959 - Conjunto Petro, Aleixo",Manaus,AM,69083-000,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Segunda Avenida Taveirolândia, nº 228/228-A - Taveirolândia",Itabuna,BA,45601-304,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rodovia BR 324 Km 530, S/N, galpão 2, módulos 1, 2 e 3 - Humildes",Feira de Santana,BA,44135-000,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Via Centro, s/n - Cia Sul",Simões Filho,BA,43700-000,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rodovia Anel Viário, nº 2.700, letras A e E - Pedras",Fortaleza,CE,60874-401,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"ADE, conjunto 2, lotes 2, 3, 13 e 14 - Núcleo Bandeirante",Brasilia,DF,71735-720,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Talma Rodrigues Ribeiro, nº 5.175 - Nova Zelândia",Serra,ES,29.175-705,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rodovia BR 153, S/N, Km 5,5, galpão 5, módulos 1-parte, 2-parte, 3-parte e 4-parte - Fazenda Retiro",Goiania,GO,74675-090,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rodovia BR-153, S/N, Km 5,5, galpão 5, módulos 1, 2, 3 e 4, armazém B - Fazenda Retiro",Goiania,GO,74675-090,Brasil,Solística,FALSE,,,ARM/TPT,
,FL B HOLDING,Solistica,"Avenida Contorno, nº 15, quadra M, lote 3, Portão da Amazônia -  Parque das Mansões",Imperatriz,MA,65917-660,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Engenheiro Emiliano Macieira, nº 47, Km 8 - Maracanã",São Luiz,MA,65095-602,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rua Sagitário, nº 560, parte A -  Jardim Riacho das Pedras",Contagem,MG,32242-210,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Av. Antônio Simão Firjam, nº 151 - Distrito Industrial",Juiz de Fora,MG,36092-000,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Prefeito Olavo Gomes de Oliveira, nº 7.070/7.080 - Veneza",Pousa Alegre,MG,37561-110,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rua Afonso Egydio de Souza, 20 - Distrito Industrial",Uberlandia,MG,38402-332,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Ministro João Arinos, nº 6.225, unidade 4 - Jardim Noroeste",Campo Grande,MS,79045-005,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rua P, nº 559 - Distrito Industrial",Cuiabá,MT,78098-420,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rodovia BR 116, nº 22.301, Módulos 1A, 1B e 1C - Tatuquara",Curitiba,PR,81690-500,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Luigi Amorese, nº 6485-A, Barracão 3 - Leonor",Londrina,PR,86071-020,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Aracy Tanaka Biazetto, nº 9.930, barracão B7 - Parque São Paulo",Cascavel,PR,85803-722,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rodovia BR-116, nº 22.301, loja 1A, Condomínio Portal do Sul CD, bloco BL. 1 - Tatuquara",Curitiba,PR,81690-500,Brasil,Solística,FALSE,,,ARM/TPT,
,FL B HOLDING,Solistica,"Avenida Ricardo Borges, 339-A, parte - Guanabara",Ananindeua,PA,67110-290,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Ricardo Borges, nº 339-A - Guanabara",Ananindeua,PA,67110-290,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rua Capitão José Rodrigues do Ó, nº 420 - Distrito Industrial",João Pessoa,PB,58082-060,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rodovia Empresário João Santos Filho, nº 732, galpões B1 a B7 - Muribeca",Jaboatão dos Guararapes,PE,54355-030,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Prefeito Wall Ferraz, nº 13.683 - Parque Jacinta",Teresina,PI,64035-180,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Dr. Tácito Vianna Rodrigues, nº 300 - Paraíso",Resende,RJ,27536-025,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rodovia Amaral Peixoto, S/N, Km 68,4, galpão 2, módulo C - Ururai",Campos dos Goytacazes,RJ,28040-000,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rua Herculano Pinheiro, nº 725 -  Pavuna",Rio de Janeiro,RJ,21532-440,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rodovia BR 101, nº 700, Km 108, antigo 5000 a 6999 - Emaús",Parnamirim,RN,59149-070,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Transcontinental, nº 2.627 - Jardim Aurélio Bernardi",Ji- Paraná,RO,76907-518,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rua Atlas, nº 780 -  Três Marias",Porto Velho,RO,76812-652,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rodovia RSC 453, Km 74,2, nº 38.180 - Jardim das Hortências",Caxias do Sul,RS,95.058-001,Brasil,Solística,FALSE,,,TPT/ARM,
,FL B HOLDING,Solistica,"Rodovia RS 118 nº 12.760, Gleba B, setor FL Holding - Jardim Betânia",Cachoeirinha,RS,94970-850,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rodovia RS 118 nº 12.760, Gleba B, setor FL Holding - Jardim Betânia",Cachoeirinha,RS,94970-850,Brasil,Solística,FALSE,,,ARM/TPT,
,FL B HOLDING,Solistica,"Rua Comissário de Oliveira, nº 172, Lote Santa Maria II - São Luiz Gonzaga",Passo Fundo,RS,99054-339,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rodovia BR 470, nº 3.145, bloco B -  Itoupavazinha",Blumenau,SC,89066-010,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Avenida Plácido Hugo de Oliveira, nº 2.398, parte “A” - Itinga",Joinville,SC,89.233-580,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rua Senador Carlos Gomes de Oliveira, nº 200 B - Distrito Industrial",São José,SC,88104-785,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rua Salgado, nº 112 - Getúlio Vargas",Aracaju,SE,49055-610,Brasil,Solística,FALSE,,,TPT,
,FL B HOLDING,Solistica,"Rodovia TO-050, Km 7, Chácara Requel, galpão 4, Loteamento Coqueirinho -  Centro (Taquaralto)",Palmas,TO,77064-596,Brasil,Solística,FALSE,,,TPT,
,FL LOG,Solistica,"Rodovia BR 040, km 572 - Chácara santa Terezinha",Itabirito,MG,35.450-000,Brasil,Solística,FALSE,,,TPT/ARM,
,FL B HOLDING,Solistica,"Rua José Pequeno, nº 222 - Jurema",Vitoria da Conquista,BA,45023-190,Brasil,Solística,FALSE,,,,
,FL B HOLDING,Solistica,"Avenida Zezinho Horácio, nº 1.850 - Vila Ipiranga",Montes Claros,MG,39401-469,Brasil,Solística,FALSE,,,,
,ANDRADINA,Coca-Cola FEMSA,RUA MANOEL MESSIAS DOS SANTOS. 980,ANDRADINA,SP,16901-335,Brasil,Coca Cola FEMSA,FALSE,SPI / MS,,Distribuição,
,ANDRADINA,Coca-Cola FEMSA,RUA MANOEL MESSIAS DOS SANTOS. 980,ANDRADINA,SP,16901-335,Brasil,Coca Cola FEMSA,FALSE,SPI / MS,,Comercial,
,ANGRA DOS REIS,Coca-Cola FEMSA,"AVENIDA SÃO JOSÉ, S/N - GLEBA B",ANGRA DOS REIS,RJ,23900-000,Brasil,Coca Cola FEMSA,FALSE,MG / RJ,,Distribuição,
,ANGRA DOS REIS,Coca-Cola FEMSA,"AVENIDA SÃO JOSÉ, S/N - GLEBA B",ANGRA DOS REIS,RJ,23900-000,Brasil,Coca Cola FEMSA,FALSE,MG / RJ,,Comercial,
